Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
2605  1644.676    5    1    14.4482758621    6.0    6    1335    29.0
2606  1644.837    10    2    14.4482758621    6.0    6    1335    29.0
2607  1645.205    3    0    14.4482758621    6.0    6    1335    29.0
2608  1645.605    14    0    14.4482758621    6.0    6    1335    29.0
2609  1645.731    1    0    14.4482758621    6.0    6    1335    29.0
2610  1646.029    18    33    14.4482758621    6.0    6    1335    29.0
2611  1646.272    16    3    14.4482758621    6.0    6    1335    29.0
2612  1647.451    5    0    14.4482758621    6.0    6    1335    29.0
2613  1647.453    16    3    14.4482758621    6.0    6    1335    29.0
2614  1647.512    14    8    14.4482758621    6.0    6    1334    29.0
2615  1647.598    16    204    14.4482758621    6.0    6    1335    29.0
2616  1647.985    14    183    14.4482758621    6.0    6    1335    29.0
2617  1647.999    18    4    14.4482758621    6.0    6    1335    29.0
2618  1648.575    8    8    14.4482758621    6.0    6    1335    29.0
2619  1648.908    3    0    14.4482758621    6.0    6    1335    29.0
2620  1649.359    11    0    14.4482758621    6.0    6    1336    29.0
2621  1649.692    1    0    14.4482758621    6.0    6    1336    29.0
2622  1649.992    10    1    14.4482758621    6.0    6    1336    29.0
2623  1650.465    16    2    14.4482758621    6.0    6    1336    29.0
2624  1650.867    8    2    14.4482758621    6.0    6    1336    29.0
2625  1651.115    2    23    14.4482758621    6.0    6    1336    29.0
2626  1651.606    3    0    14.4482758621    6.0    6    1336    29.0
2627  1651.834    20    27    14.4482758621    6.0    6    1336    29.0
2628  1652.127    2    0    14.4482758621    6.0    6    1336    29.0
2629  1652.356    2    0    14.4482758621    6.0    6    1336    29.0
2630  1652.541    16    2    14.4482758621    6.0    6    1335    29.0
2631  1653.004    9    18    14.4482758621    6.0    6    1336    29.0
2632  1654.123    2    0    14.4482758621    6.0    6    1336    29.0
2633  1654.586    14    5    14.4482758621    6.0    6    1336    29.0
2634  1654.676    5    0    14.4482758621    6.0    6    1336    29.0
2635  1654.837    10    4    14.4482758621    6.0    6    1335    29.0
2636  1655.205    3    0    14.4482758621    6.0    6    1336    29.0
2637  1655.605    14    1    14.4482758621    6.0    6    1336    29.0
2638  1655.731    1    0    14.4482758621    6.0    6    1336    29.0
2639  1656.029    18    31    14.4482758621    6.0    6    1336    29.0
2640  1656.272    16    31    14.4482758621    6.0    6    1335    29.0
2641  1657.451    5    0    14.4482758621    6.0    6    1336    29.0
2642  1657.453    16    3    14.4482758621    6.0    6    1336    29.0
2643  1657.512    14    9    14.4482758621    6.0    6    1335    29.0
2644  1657.598    16    205    14.4482758621    6.0    6    1336    29.0
2645  1657.985    14    1    14.4482758621    6.0    6    1336    29.0
2646  1657.999    18    2    14.4482758621    6.0    6    1336    29.0
2647  1658.575    8    4    14.4482758621    6.0    6    1336    29.0
2648  1658.908    3    0    14.4482758621    6.0    6    1336    29.0
2649  1659.359    11    1    14.4482758621    6.0    6    1336    29.0
2650  1659.692    1    0    14.4482758621    6.0    6    1336    29.0
2651  1659.992    10    2    14.4482758621    6.0    6    1335    29.0
2652  1660.465    16    3    14.4482758621    6.0    6    1335    29.0
2653  1660.867    8    2    14.4482758621    6.0    6    1336    29.0
2654  1661.115    2    23    14.4482758621    6.0    6    1336    29.0
2655  1661.606    3    0    14.4482758621    6.0    6    1336    29.0
2656  1661.834    20    29    14.4482758621    6.0    6    1336    29.0
2657  1662.127    2    0    14.4482758621    6.0    6    1336    29.0
2658  1662.356    2    0    14.4482758621    6.0    6    1336    29.0
2659  1662.541    16    3    14.4482758621    6.0    6    1335    29.0
2660  1663.004    9    19    14.4482758621    6.0    6    1336    29.0
2661  1664.123    2    0    14.4482758621    6.0    6    1336    29.0
2662  1664.586    14    17    14.4482758621    6.0    6    1336    29.0
2663  1664.676    5    0    14.4482758621    6.0    6    1336    29.0
2664  1664.837    10    5    14.4482758621    6.0    6    1335    29.0
2665  1665.205    3    0    14.4482758621    6.0    6    1336    29.0
2666  1665.605    14    191    14.4482758621    6.0    6    1335    29.0
2667  1665.731    1    0    14.4482758621    6.0    6    1336    29.0
2668  1666.029    18    34    14.4482758621    6.0    6    1336    29.0
2669  1666.272    16    27    14.4482758621    6.0    6    1335    29.0
2670  1667.451    5    0    14.4482758621    6.0    6    1336    29.0
2671  1667.453    16    4    14.4482758621    6.0    6    1336    29.0
2672  1667.512    14    9    14.4482758621    6.0    6    1336    29.0
2673  1667.598    16    204    14.4482758621    6.0    6    1336    29.0
2674  1667.985    14    0    14.4482758621    6.0    6    1335    29.0
2675  1667.999    18    0    14.4482758621    6.0    6    1336    29.0
2676  1668.575    8    8    14.4482758621    6.0    6    1336    29.0
2677  1668.908    3    0    14.4482758621    6.0    6    1336    29.0
2678  1669.359    11    0    14.4482758621    6.0    6    1336    29.0
2679  1669.692    1    0    14.4482758621    6.0    6    1336    29.0
2680  1669.992    10    0    14.4482758621    6.0    6    1335    29.0
2681  1670.465    16    4    14.4482758621    6.0    6    1335    29.0
2682  1670.867    8    0    14.4482758621    6.0    6    1336    29.0
2683  1671.115    2    23    14.4482758621    6.0    6    1336    29.0
2684  1671.606    3    0    14.4482758621    6.0    6    1336    29.0
2685  1671.834    20    27    14.4482758621    6.0    6    1336    29.0
2686  1672.127    2    0    14.4482758621    6.0    6    1336    29.0
2687  1672.356    2    0    14.4482758621    6.0    6    1336    29.0
2688  1672.541    16    3    14.4482758621    6.0    6    1336    29.0
2689  1673.004    9    18    14.4482758621    6.0    6    1336    29.0
2690  1674.123    2    0    14.4482758621    6.0    6    1336    29.0
2691  1674.586    14    18    14.4482758621    6.0    6    1336    29.0
2692  1674.676    5    1    14.4482758621    6.0    6    1336    29.0
2693  1674.837    10    5    14.4482758621    6.0    6    1336    29.0
2694  1675.205    3    0    14.4482758621    6.0    6    1336    29.0
2695  1675.605    14    1    14.4482758621    6.0    6    1336    29.0
2696  1675.731    1    0    14.4482758621    6.0    6    1336    29.0
2697  1676.029    18    32    14.4482758621    6.0    6    1336    29.0
2698  1676.272    16    30    14.4482758621    6.0    6    1335    29.0
2699  1677.451    5    0    14.4482758621    6.0    6    1336    29.0
2700  1677.453    16    4    14.4482758621    6.0    6    1336    29.0
2701  1677.512    14    1    14.4482758621    6.0    6    1336    29.0
2702  1677.598    16    206    14.4482758621    6.0    6    1336    29.0
2703  1677.985    14    0    14.4482758621    6.0    6    1336    29.0
2704  1677.999    18    0    14.4482758621    6.0    6    1336    29.0
2705  1678.575    8    8    14.4482758621    6.0    6    1336    29.0
2706  1678.908    3    0    14.4482758621    6.0    6    1336    29.0
2707  1679.359    11    0    14.4482758621    6.0    6    1336    29.0
2708  1679.692    1    0    14.4482758621    6.0    6    1336    29.0
2709  1679.992    10    1    14.4482758621    6.0    6    1336    29.0
2710  1680.465    16    4    14.4482758621    6.0    6    1336    29.0
2711  1680.867    8    0    14.4482758621    6.0    6    1336    29.0
2712  1681.115    2    23    14.4482758621    6.0    6    1336    29.0
2713  1681.606    3    0    14.4482758621    6.0    6    1336    29.0
